arrival_update_on,company_id,location_id,working_period_id,sr_no,etd_departure,atd_departure,eta_destination,ata_destination,flight_date,eta_departure,departure_updated_on,shipment_id,mode,vessel_type,departure_source,arrival_source,remarks,carrier,carrier_vessel,company,job_no,location_name,location_code,voyage_no,departure_port_code,destination_port_code,departure_port_name,destination_port_name,transit_time_planned_days,no_of_transshipments,shipment_weight_kg,cargo_type,carrier_reliability_score,weather_severity_score,holiday_flag,shipment_delay_days,check_delay
2025-04-27 15:28:50,200,1459,8,58,2025-04-08 21:28:50,2025-04-11 21:28:50,2025-04-16 21:28:50,2025-04-26 21:28:50,2025-04-10 08:28:50,2025-04-09 02:28:50,2025-04-13 21:28:50,531348,Sea,Bulk Carrier,Manual,System,Customs Hold,MSC,CMA CGM Benjamin Franklin,GlobalFreight,JOB200057,Los Angeles,SIN,VOY285S,TKD,TSN,Tughlakabad ICD,Tianjin,8,1,2832,Hazardous,0.93,2,1,10,10
2025-02-13 20:51:36,115,1291,3,59,2025-01-25 14:51:36,2025-01-28 14:51:36,2025-02-05 14:51:36,2025-02-13 14:51:36,2025-01-26 11:51:36,2025-01-26 02:51:36,2025-01-30 11:51:36,521012,Sea,Bulk Carrier,Manual,System,Berthing Delay,CMA CGM,CMA CGM Benjamin Franklin,LogiCorp,JOB200058,Dubai,SIN,VOY936S,KHJ,LCH,Khurja ICD,Laem Chabang,11,1,5866,Bulk,0.89,0,1,8,8
2024-02-27 17:46:49,136,1939,16,60,2024-02-11 08:46:49,2024-02-12 08:46:49,2024-02-25 08:46:49,2024-02-27 08:46:49,2024-02-10 22:46:49,2024-02-11 18:46:49,2024-02-12 16:46:49,518191,Sea,Tanker,Manual,Manual,Port Congestion,MSC,Evergreen Ever Given,LogiCorp,JOB200059,Mumbai,BOM,VOY341W,SHA,DXB,Shanghai Port,Jebel Ali,14,0,7118,Bulk,0.9,1,0,2,2
2025-03-27 08:27:09,158,1064,4,61,2025-03-02 06:27:09,2025-03-02 06:27:09,2025-03-18 06:27:09,2025-03-26 06:27:09,2025-03-03 09:27:09,2025-03-02 09:27:09,2025-03-03 22:27:09,578215,Sea,Tanker,System,System,Weather Delay,Yang Ming,MSC Isabella,Oceanic Pvt Ltd,JOB200060,Singapore,BOM,VOY640W,SHA,KHJ,Shanghai Port,Khurja ICD,16,0,3214,Bulk,0.85,1,1,8,8
2024-06-14 13:47:03,147,1259,1,62,2024-05-25 11:47:03,2024-05-27 11:47:03,2024-06-05 11:47:03,2024-06-14 11:47:03,2024-05-25 23:47:03,2024-05-25 10:47:03,2024-05-29 03:47:03,508855,Sea,Bulk Carrier,System,System,Port Congestion,COSCO,Maersk Mc-Kinney Moller,GlobalFreight,JOB200061,Rotterdam,DXB,VOY636E,SHA,PUS,Shanghai Port,Busan,11,1,1957,Dry Container,0.86,2,1,9,9
2025-10-11 22:54:15,140,1955,10,63,2025-09-23 20:54:15,2025-09-23 20:54:15,2025-10-04 20:54:15,2025-10-11 20:54:15,2025-09-23 10:54:15,2025-09-24 00:54:15,2025-09-24 08:54:15,552196,Sea,Tanker,Manual,Manual,On Schedule,COSCO,CMA CGM Marco Polo,GlobalFreight,JOB200062,Dubai,RTM,VOY575W,DDR,RTM,Dadri ICD,Rotterdam,11,1,6641,Bulk,0.84,0,1,7,7
2024-09-01 04:07:36,110,1744,14,64,2024-07-31 05:07:36,2024-08-02 05:07:36,2024-08-19 05:07:36,2024-08-31 05:07:36,2024-07-31 10:07:36,2024-07-30 19:07:36,2024-08-03 14:07:36,556440,Sea,Tanker,System,Manual,Customs Hold,Maersk,Evergreen Ever Given,LogiCorp,JOB200063,Mumbai,RTM,VOY547W,TKD,TSN,Tughlakabad ICD,Tianjin,19,1,2173,Bulk,0.9,2,1,12,12
2025-05-01 05:40:52,151,1372,17,65,2025-04-13 01:40:52,2025-04-12 01:40:52,2025-04-21 01:40:52,2025-05-01 01:40:52,2025-04-14 05:40:52,2025-04-13 12:40:52,2025-04-13 19:40:52,589051,Sea,Container Ship,System,System,Port Congestion,Hapag-Lloyd,CMA CGM Benjamin Franklin,GlobalFreight,JOB200064,Singapore,BOM,VOY806W,DXB,TSN,Jebel Ali,Tianjin,8,1,6031,Reefer,0.91,0,0,10,10
2025-09-29 04:34:42,146,1407,11,66,2025-08-27 16:34:42,2025-08-26 16:34:42,2025-09-20 16:34:42,2025-09-27 16:34:42,2025-08-28 13:34:42,2025-08-28 00:34:42,2025-08-27 00:34:42,536528,Sea,Container Ship,System,System,Weather Delay,COSCO,Evergreen Ever Given,Oceanic Pvt Ltd,JOB200065,Los Angeles,SIN,VOY492N,LCH,RTM,Laem Chabang,Rotterdam,24,0,5364,Dry Container,0.84,2,1,7,7
2025-08-02 01:12:57,185,1355,3,67,2025-06-30 20:12:57,2025-07-02 20:12:57,2025-07-22 20:12:57,2025-08-01 20:12:57,2025-07-01 04:12:57,2025-07-01 01:12:57,2025-07-04 15:12:57,571063,Sea,Bulk Carrier,Manual,System,Weather Delay,CMA CGM,MSC Isabella,Oceanic Pvt Ltd,JOB200066,Los Angeles,DXB,VOY392W,LAX,SHA,Los Angeles,Shanghai Port,22,2,2960,Dry Container,0.86,1,0,10,10
2024-08-01 18:04:56,167,1420,14,68,2024-07-02 21:04:56,2024-07-04 21:04:56,2024-07-26 21:04:56,2024-07-30 21:04:56,2024-07-03 15:04:56,2024-07-03 03:04:56,2024-07-06 19:04:56,509666,Sea,Container Ship,Manual,System,Berthing Delay,Evergreen,MSC Zoe,Oceanic Pvt Ltd,JOB200067,Hamburg,LAX,VOY469E,TSN,KHJ,Tianjin,Khurja ICD,24,1,4401,Bulk,0.89,1,0,4,4
2025-09-20 05:29:13,166,1916,10,69,2025-08-19 08:29:13,2025-08-20 08:29:13,2025-09-11 08:29:13,2025-09-18 08:29:13,2025-08-19 18:29:13,2025-08-18 22:29:13,2025-08-20 22:29:13,532847,Sea,Container Ship,Manual,System,Customs Hold,Yang Ming,ONE Apus,GlobalFreight,JOB200068,Los Angeles,BOM,VOY614N,CIC,SHA,Inland Chennai ICD,Shanghai Port,23,0,8633,Reefer,0.84,4,0,7,7
2024-06-08 15:24:39,198,1585,14,70,2024-05-12 23:24:39,2024-05-15 23:24:39,2024-06-06 23:24:39,2024-06-07 23:24:39,2024-05-13 00:24:39,2024-05-13 06:24:39,2024-05-17 16:24:39,583753,Sea,Container Ship,Manual,Manual,Customs Hold,COSCO,COSCO Haiphong,Oceanic Pvt Ltd,JOB200069,Dubai,HAM,VOY719E,CIC,PTL,Inland Chennai ICD,ICD Patli,25,1,4913,Hazardous,0.83,2,1,1,1
2024-04-10 14:18:56,116,1778,12,71,2024-02-26 16:18:56,2024-02-27 16:18:56,2024-03-25 16:18:56,2024-04-08 16:18:56,2024-02-27 05:18:56,2024-02-26 20:18:56,2024-02-28 14:18:56,573616,Sea,Container Ship,Manual,System,Berthing Delay,Hapag-Lloyd,CMA CGM Benjamin Franklin,LogiCorp,JOB200070,Rotterdam,SIN,VOY550W,TSN,LAX,Tianjin,Los Angeles,28,2,6206,Reefer,0.87,1,0,14,14
2024-03-15 15:21:03,139,1509,1,72,2024-02-09 07:21:03,2024-02-11 07:21:03,2024-03-03 07:21:03,2024-03-14 07:21:03,2024-02-10 02:21:03,2024-02-08 21:21:03,2024-02-12 12:21:03,551543,Sea,Tanker,Manual,System,Weather Delay,MSC,ONE Apus,GlobalFreight,JOB200071,Rotterdam,BOM,VOY984W,LAX,CIC,Los Angeles,Inland Chennai ICD,23,2,6850,Dry Container,0.9,2,1,11,11
2025-04-28 00:33:25,151,1374,2,73,2025-04-09 02:33:25,2025-04-10 02:33:25,2025-04-19 02:33:25,2025-04-26 02:33:25,2025-04-10 14:33:25,2025-04-09 02:33:25,2025-04-11 01:33:25,506705,Sea,Tanker,System,Manual,Port Congestion,ONE,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB200072,Mumbai,SIN,VOY788W,HAM,PUS,Hamburg,Busan,10,1,1212,Hazardous,0.83,4,1,7,7
2025-11-04 00:55:04,177,1521,13,74,2025-10-03 00:55:04,2025-10-04 00:55:04,2025-10-25 00:55:04,2025-11-02 00:55:04,2025-10-03 00:55:04,2025-10-03 04:55:04,2025-10-04 09:55:04,505276,Sea,Container Ship,System,System,Customs Hold,Yang Ming,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB200073,Los Angeles,SIN,VOY725N,RTM,SHA,Rotterdam,Shanghai Port,22,0,3717,Reefer,0.82,4,0,8,8
2024-10-12 12:43:35,147,1339,4,75,2024-09-11 17:43:35,2024-09-14 17:43:35,2024-09-27 17:43:35,2024-10-11 17:43:35,2024-09-11 06:43:35,2024-09-11 18:43:35,2024-09-15 23:43:35,576507,Sea,Bulk Carrier,System,Manual,Customs Hold,Yang Ming,Evergreen Ever Given,GlobalFreight,JOB200074,Los Angeles,LAX,VOY266W,LCH,TKD,Laem Chabang,Tughlakabad ICD,16,0,5963,Reefer,0.84,0,1,14,14
2024-05-30 06:34:30,152,1707,7,76,2024-05-12 10:34:30,2024-05-14 10:34:30,2024-05-26 10:34:30,2024-05-29 10:34:30,2024-05-12 07:34:30,2024-05-12 11:34:30,2024-05-15 12:34:30,565774,Sea,Tanker,Manual,System,Weather Delay,CMA CGM,COSCO Haiphong,GlobalFreight,JOB200075,Dubai,LAX,VOY734W,RTM,CIC,Rotterdam,Inland Chennai ICD,14,2,2977,Bulk,0.88,3,1,3,3
2024-10-01 09:46:20,128,1964,10,77,2024-08-31 16:46:20,2024-08-31 16:46:20,2024-09-15 16:46:20,2024-09-30 16:46:20,2024-08-31 23:46:20,2024-09-01 04:46:20,2024-09-02 03:46:20,537880,Sea,Tanker,System,Manual,Customs Hold,Yang Ming,Yang Ming Glory,Oceanic Pvt Ltd,JOB200076,Rotterdam,LAX,VOY645E,PUS,DXB,Busan,Jebel Ali,15,1,2142,Bulk,0.84,2,0,15,15
2025-04-11 03:22:56,161,1219,7,78,2025-03-21 10:22:56,2025-03-23 10:22:56,2025-04-06 10:22:56,2025-04-09 10:22:56,2025-03-22 21:22:56,2025-03-21 15:22:56,2025-03-24 02:22:56,535537,Sea,Tanker,Manual,System,On Schedule,Hapag-Lloyd,ONE Apus,GlobalFreight,JOB200077,Hamburg,LAX,VOY504E,KHJ,RTM,Khurja ICD,Rotterdam,16,1,7665,Reefer,0.91,1,0,3,3
2025-06-24 06:36:36,152,1668,16,79,2025-06-04 06:36:36,2025-06-04 06:36:36,2025-06-13 06:36:36,2025-06-24 06:36:36,2025-06-04 04:36:36,2025-06-04 09:36:36,2025-06-05 17:36:36,585267,Sea,Container Ship,Manual,Manual,Customs Hold,ONE,COSCO Shipping Taurus,GlobalFreight,JOB200078,Mumbai,BOM,VOY753S,SIN,SHA,Singapore Port,Shanghai Port,9,1,2655,Reefer,0.82,4,0,11,11
2026-01-13 02:50:09,113,1950,11,80,2025-12-10 07:50:09,2025-12-09 07:50:09,2025-12-29 07:50:09,2026-01-12 07:50:09,2025-12-11 09:50:09,2025-12-10 04:50:09,2025-12-10 19:50:09,559552,Sea,Tanker,Manual,System,Port Congestion,Yang Ming,ONE Apus,Oceanic Pvt Ltd,JOB200079,Rotterdam,DXB,VOY957S,PTL,SIN,ICD Patli,Singapore Port,19,2,5643,Dry Container,0.85,2,0,14,14
2025-08-15 00:03:01,111,1410,4,81,2025-07-21 21:03:01,2025-07-23 21:03:01,2025-08-07 21:03:01,2025-08-13 21:03:01,2025-07-22 05:03:01,2025-07-21 14:03:01,2025-07-25 05:03:01,518430,Sea,Bulk Carrier,Manual,System,On Schedule,CMA CGM,Hapag-Lloyd Jakarta Express,Oceanic Pvt Ltd,JOB200080,Singapore,DXB,VOY835S,SIN,TKD,Singapore Port,Tughlakabad ICD,17,1,14631,Hazardous,0.89,2,1,6,6
2024-09-10 13:40:42,190,1788,10,82,2024-08-22 12:40:42,2024-08-22 12:40:42,2024-09-05 12:40:42,2024-09-09 12:40:42,2024-08-23 08:40:42,2024-08-22 22:40:42,2024-08-24 07:40:42,515389,Sea,Tanker,Manual,Manual,Port Congestion,COSCO,MSC Isabella,LogiCorp,JOB200081,Dubai,DXB,VOY111E,DDR,DXB,Dadri ICD,Jebel Ali,14,1,7470,Hazardous,0.89,1,1,4,4
2025-08-20 22:47:15,107,1848,18,83,2025-08-03 18:47:15,2025-08-04 18:47:15,2025-08-16 18:47:15,2025-08-20 18:47:15,2025-08-03 13:47:15,2025-08-03 22:47:15,2025-08-06 06:47:15,526497,Sea,Tanker,System,System,Customs Hold,Yang Ming,Evergreen Ever Given,GlobalFreight,JOB200082,Singapore,BOM,VOY525W,KHJ,PUS,Khurja ICD,Busan,13,0,6897,Reefer,0.83,4,1,4,4
2024-04-16 02:16:30,139,1740,1,84,2024-03-11 15:16:30,2024-03-10 15:16:30,2024-04-06 15:16:30,2024-04-14 15:16:30,2024-03-12 22:16:30,2024-03-11 15:16:30,2024-03-11 20:16:30,533352,Sea,Container Ship,System,System,On Schedule,ONE,Yang Ming Glory,Oceanic Pvt Ltd,JOB200083,Rotterdam,HAM,VOY928N,TSN,RTM,Tianjin,Rotterdam,26,0,2860,Dry Container,0.85,4,0,8,8
2026-01-15 21:53:09,187,1987,18,85,2025-12-26 21:53:09,2025-12-28 21:53:09,2026-01-06 21:53:09,2026-01-14 21:53:09,2025-12-26 14:53:09,2025-12-26 13:53:09,2025-12-29 21:53:09,585660,Sea,Bulk Carrier,System,System,Port Congestion,ONE,Yang Ming Glory,Oceanic Pvt Ltd,JOB200084,Los Angeles,DXB,VOY132E,JNPT,RTM,Nhava Sheva (JNPT),Rotterdam,11,0,331,Reefer,0.9,0,0,8,8
2024-09-09 10:53:21,197,1115,2,86,2024-08-19 17:53:21,2024-08-19 17:53:21,2024-09-02 17:53:21,2024-09-08 17:53:21,2024-08-21 03:53:21,2024-08-20 02:53:21,2024-08-20 05:53:21,554950,Sea,Tanker,System,System,Weather Delay,CMA CGM,COSCO Haiphong,LogiCorp,JOB200085,Mumbai,LAX,VOY657W,PUS,JNPT,Busan,Nhava Sheva (JNPT),14,0,5200,Dry Container,0.87,3,0,6,6
2024-08-02 22:10:30,198,1688,11,87,2024-07-09 02:10:30,2024-07-12 02:10:30,2024-07-28 02:10:30,2024-08-02 02:10:30,2024-07-10 04:10:30,2024-07-08 21:10:30,2024-07-13 14:10:30,539552,Sea,Container Ship,System,Manual,Customs Hold,Hapag-Lloyd,ONE Apus,Oceanic Pvt Ltd,JOB200086,Mumbai,LAX,VOY549S,PUS,LAX,Busan,Los Angeles,19,0,7722,Reefer,0.88,3,1,5,5
2024-03-04 20:58:58,160,1246,8,88,2024-02-06 09:58:58,2024-02-08 09:58:58,2024-02-23 09:58:58,2024-03-04 09:58:58,2024-02-07 07:58:58,2024-02-06 06:58:58,2024-02-10 09:58:58,592743,Sea,Container Ship,Manual,System,Port Congestion,Yang Ming,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB200087,Singapore,LAX,VOY787W,KHJ,PUS,Khurja ICD,Busan,17,0,5321,Reefer,0.87,3,0,10,10
2024-08-06 20:27:48,105,1894,3,89,2024-07-17 01:27:48,2024-07-19 01:27:48,2024-07-26 01:27:48,2024-08-05 01:27:48,2024-07-18 03:27:48,2024-07-16 19:27:48,2024-07-20 15:27:48,599837,Sea,Tanker,System,Manual,Weather Delay,MSC,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB200088,Rotterdam,BOM,VOY180W,CIC,DXB,Inland Chennai ICD,Jebel Ali,9,0,5541,Reefer,0.89,1,0,10,10
2025-08-31 12:50:16,139,1267,12,90,2025-08-03 02:50:16,2025-08-05 02:50:16,2025-08-17 02:50:16,2025-08-30 02:50:16,2025-08-03 12:50:16,2025-08-03 06:50:16,2025-08-06 19:50:16,565179,Sea,Bulk Carrier,System,Manual,Customs Hold,Yang Ming,Yang Ming Glory,LogiCorp,JOB200089,Rotterdam,RTM,VOY348S,JNPT,PTL,Nhava Sheva (JNPT),ICD Patli,14,1,9608,Hazardous,0.89,0,0,13,13
2025-08-14 08:56:45,183,1966,11,91,2025-07-29 17:56:45,2025-08-01 17:56:45,2025-08-06 17:56:45,2025-08-13 17:56:45,2025-07-30 16:56:45,2025-07-29 13:56:45,2025-08-03 00:56:45,564044,Sea,Tanker,Manual,Manual,Weather Delay,Maersk,Hapag-Lloyd Jakarta Express,GlobalFreight,JOB200090,Rotterdam,DXB,VOY666W,HAM,RTM,Hamburg,Rotterdam,8,1,5466,Reefer,0.88,4,1,7,7
2024-05-29 14:53:56,190,1154,1,92,2024-05-22 22:53:56,2024-05-22 22:53:56,2024-05-26 22:53:56,2024-05-27 22:53:56,2024-05-22 14:53:56,2024-05-22 16:53:56,2024-05-23 12:53:56,566287,Sea,Bulk Carrier,Manual,System,Port Congestion,ONE,Maersk Alabama,GlobalFreight,JOB200091,Hamburg,LAX,VOY757N,PUS,SIN,Busan,Singapore Port,4,0,827,Hazardous,0.84,3,0,1,1
2024-01-31 14:15:47,167,1152,8,93,2024-01-06 03:15:47,2024-01-08 03:15:47,2024-01-21 03:15:47,2024-01-31 03:15:47,2024-01-05 21:15:47,2024-01-05 21:15:47,2024-01-08 09:15:47,581235,Sea,Tanker,Manual,Manual,Customs Hold,CMA CGM,ONE Apus,Oceanic Pvt Ltd,JOB200092,Mumbai,RTM,VOY112N,PUS,TKD,Busan,Tughlakabad ICD,15,0,7164,Hazardous,0.89,3,0,10,10
2025-07-07 19:25:37,101,1719,6,94,2025-06-25 13:25:37,2025-06-28 13:25:37,2025-07-03 13:25:37,2025-07-06 13:25:37,2025-06-26 17:25:37,2025-06-25 03:25:37,2025-06-28 16:25:37,565517,Sea,Bulk Carrier,Manual,System,Port Congestion,MSC,CMA CGM Marco Polo,LogiCorp,JOB200093,Dubai,DXB,VOY947N,DDR,CIC,Dadri ICD,Inland Chennai ICD,8,0,4205,Hazardous,0.89,2,0,3,3
2026-01-07 23:34:38,172,1246,19,95,2025-12-18 19:34:38,2025-12-20 19:34:38,2026-01-04 19:34:38,2026-01-07 19:34:38,2025-12-18 17:34:38,2025-12-18 19:34:38,2025-12-21 14:34:38,588740,Sea,Tanker,Manual,Manual,Weather Delay,Maersk,Hapag-Lloyd Jakarta Express,GlobalFreight,JOB200094,Hamburg,BOM,VOY656N,RTM,PTL,Rotterdam,ICD Patli,17,1,6012,Bulk,0.96,0,0,3,3
2024-12-24 22:54:56,123,1696,19,96,2024-12-05 11:54:56,2024-12-06 11:54:56,2024-12-12 11:54:56,2024-12-23 11:54:56,2024-12-06 02:54:56,2024-12-05 20:54:56,2024-12-07 11:54:56,549816,Sea,Container Ship,Manual,System,On Schedule,MSC,Maersk Mc-Kinney Moller,LogiCorp,JOB200095,Rotterdam,DXB,VOY448W,KHJ,DXB,Khurja ICD,Jebel Ali,7,1,9128,Hazardous,0.91,1,1,11,11
2024-09-22 02:18:36,171,1524,14,97,2024-09-02 23:18:36,2024-09-02 23:18:36,2024-09-17 23:18:36,2024-09-20 23:18:36,2024-09-03 22:18:36,2024-09-02 14:18:36,2024-09-04 03:18:36,503442,Sea,Container Ship,Manual,System,Port Congestion,MSC,Maersk Mc-Kinney Moller,GlobalFreight,JOB200096,Rotterdam,SIN,VOY105E,TSN,DXB,Tianjin,Jebel Ali,15,0,3789,Dry Container,0.87,2,1,3,3
2024-11-11 00:06:27,118,1064,6,98,2024-10-28 05:06:27,2024-10-29 05:06:27,2024-11-02 05:06:27,2024-11-10 05:06:27,2024-10-29 00:06:27,2024-10-28 06:06:27,2024-10-29 22:06:27,536170,Sea,Bulk Carrier,Manual,Manual,On Schedule,Evergreen,COSCO Haiphong,Oceanic Pvt Ltd,JOB200097,Rotterdam,DXB,VOY672S,LCH,PUS,Laem Chabang,Busan,5,0,9680,Hazardous,0.87,4,0,8,8
2025-01-17 23:09:34,177,1970,7,99,2024-12-21 15:09:34,2024-12-24 15:09:34,2025-01-09 15:09:34,2025-01-17 15:09:34,2024-12-21 23:09:34,2024-12-21 18:09:34,2024-12-25 10:09:34,541180,Sea,Container Ship,Manual,Manual,Customs Hold,Maersk,Hapag-Lloyd Jakarta Express,GlobalFreight,JOB200098,Hamburg,HAM,VOY106W,DXB,CIC,Jebel Ali,Inland Chennai ICD,19,0,2439,Hazardous,0.86,4,0,8,8
2024-10-06 23:57:35,137,1851,3,100,2024-09-10 02:57:35,2024-09-12 02:57:35,2024-09-23 02:57:35,2024-10-05 02:57:35,2024-09-10 18:57:35,2024-09-10 03:57:35,2024-09-12 15:57:35,588208,Sea,Bulk Carrier,System,Manual,Weather Delay,MSC,ONE Apus,Oceanic Pvt Ltd,JOB200099,Hamburg,DXB,VOY473N,PTL,LCH,ICD Patli,Laem Chabang,13,1,1749,Hazardous,0.86,3,0,12,12
2025-01-16 09:12:37,113,1787,8,101,2024-12-14 19:12:37,2024-12-17 19:12:37,2025-01-03 19:12:37,2025-01-14 19:12:37,2024-12-14 12:12:37,2024-12-15 04:12:37,2024-12-19 11:12:37,587122,Sea,Bulk Carrier,System,System,Port Congestion,Yang Ming,Yang Ming Glory,GlobalFreight,JOB200100,Hamburg,HAM,VOY696W,PUS,PTL,Busan,ICD Patli,20,0,5326,Hazardous,0.83,2,1,11,11
2024-04-22 12:56:58,153,1942,3,102,2024-03-23 06:56:58,2024-03-22 06:56:58,2024-04-11 06:56:58,2024-04-21 06:56:58,2024-03-23 12:56:58,2024-03-22 21:56:58,2024-03-22 12:56:58,595702,Sea,Container Ship,Manual,Manual,Customs Hold,Maersk,Hapag-Lloyd Jakarta Express,Oceanic Pvt Ltd,JOB200101,Dubai,LAX,VOY327S,TSN,DXB,Tianjin,Jebel Ali,19,1,10869,Hazardous,0.92,2,1,10,10
2024-04-02 14:49:30,131,1528,6,103,2024-03-16 19:49:30,2024-03-15 19:49:30,2024-03-27 19:49:30,2024-03-31 19:49:30,2024-03-18 06:49:30,2024-03-17 00:49:30,2024-03-16 05:49:30,520989,Sea,Bulk Carrier,Manual,Manual,Weather Delay,CMA CGM,COSCO Haiphong,Oceanic Pvt Ltd,JOB200102,Hamburg,DXB,VOY563E,SHA,HAM,Shanghai Port,Hamburg,11,0,6155,Reefer,0.86,3,1,4,4
2024-02-13 04:11:00,123,1374,11,104,2024-01-23 16:11:00,2024-01-22 16:11:00,2024-02-05 16:11:00,2024-02-11 16:11:00,2024-01-24 14:11:00,2024-01-23 10:11:00,2024-01-22 22:11:00,559972,Sea,Container Ship,Manual,Manual,Port Congestion,Hapag-Lloyd,COSCO Shipping Taurus,GlobalFreight,JOB200103,Rotterdam,LAX,VOY560W,JNPT,SIN,Nhava Sheva (JNPT),Singapore Port,13,0,5152,Hazardous,0.89,4,1,6,6
2025-05-02 18:33:39,139,1119,6,105,2025-03-31 22:33:39,2025-03-31 22:33:39,2025-04-19 22:33:39,2025-05-01 22:33:39,2025-04-01 01:33:39,2025-03-31 21:33:39,2025-04-01 05:33:39,590890,Sea,Container Ship,Manual,Manual,Port Congestion,Maersk,Evergreen Ever Given,LogiCorp,JOB200104,Los Angeles,SIN,VOY965W,LCH,RTM,Laem Chabang,Rotterdam,19,0,6655,Hazardous,0.92,1,1,12,12
2025-05-25 17:36:33,162,1139,7,106,2025-05-08 14:36:33,2025-05-11 14:36:33,2025-05-22 14:36:33,2025-05-25 14:36:33,2025-05-08 02:36:33,2025-05-08 14:36:33,2025-05-12 12:36:33,573607,Sea,Tanker,Manual,Manual,Berthing Delay,CMA CGM,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB200105,Hamburg,SIN,VOY277S,TSN,HAM,Tianjin,Hamburg,14,0,10278,Hazardous,0.87,1,0,3,3
2025-04-29 02:46:44,165,1115,19,107,2025-03-15 03:46:44,2025-03-18 03:46:44,2025-04-19 03:46:44,2025-04-27 03:46:44,2025-03-16 02:46:44,2025-03-14 18:46:44,2025-03-19 10:46:44,535112,Sea,Tanker,Manual,System,Berthing Delay,Maersk,COSCO Shipping Taurus,GlobalFreight,JOB200106,Dubai,SIN,VOY399N,HAM,LAX,Hamburg,Los Angeles,35,2,6470,Dry Container,0.92,1,1,8,8
2025-12-09 07:38:14,178,1647,14,108,2025-11-10 11:38:14,2025-11-13 11:38:14,2025-12-01 11:38:14,2025-12-07 11:38:14,2025-11-11 20:38:14,2025-11-10 04:38:14,2025-11-14 09:38:14,580760,Sea,Container Ship,System,System,On Schedule,Yang Ming,Yang Ming Glory,GlobalFreight,JOB200107,Rotterdam,LAX,VOY369E,CIC,SHA,Inland Chennai ICD,Shanghai Port,21,0,5518,Bulk,0.83,4,0,6,6
2024-09-27 05:20:26,118,1728,11,109,2024-09-08 09:20:26,2024-09-08 09:20:26,2024-09-18 09:20:26,2024-09-25 09:20:26,2024-09-08 12:20:26,2024-09-08 04:20:26,2024-09-08 17:20:26,599807,Sea,Tanker,Manual,Manual,Weather Delay,Yang Ming,Hapag-Lloyd Jakarta Express,GlobalFreight,JOB200108,Hamburg,RTM,VOY396E,CIC,PUS,Inland Chennai ICD,Busan,10,0,7124,Hazardous,0.83,3,1,7,7
2024-03-30 13:43:31,158,1650,12,110,2024-02-28 15:43:31,2024-02-27 15:43:31,2024-03-17 15:43:31,2024-03-28 15:43:31,2024-03-01 01:43:31,2024-02-28 05:43:31,2024-02-27 20:43:31,570048,Sea,Bulk Carrier,System,Manual,Weather Delay,COSCO,Maersk Mc-Kinney Moller,Oceanic Pvt Ltd,JOB200109,Rotterdam,RTM,VOY512E,TKD,PTL,Tughlakabad ICD,ICD Patli,18,1,8631,Bulk,0.88,2,0,11,11
2025-03-28 22:39:13,125,1705,5,111,2025-03-15 17:39:13,2025-03-17 17:39:13,2025-03-25 17:39:13,2025-03-27 17:39:13,2025-03-16 08:39:13,2025-03-16 01:39:13,2025-03-17 17:39:13,539566,Sea,Container Ship,Manual,System,Customs Hold,ONE,Evergreen Ever Given,Oceanic Pvt Ltd,JOB200110,Mumbai,RTM,VOY798N,SIN,SHA,Singapore Port,Shanghai Port,10,0,6574,Reefer,0.87,0,1,2,2
2025-05-13 06:06:32,166,1696,15,112,2025-04-30 22:06:32,2025-04-29 22:06:32,2025-05-09 22:06:32,2025-05-12 22:06:32,2025-05-01 00:06:32,2025-04-30 10:06:32,2025-05-01 11:06:32,501056,Sea,Tanker,Manual,System,Berthing Delay,MSC,COSCO Haiphong,GlobalFreight,JOB200111,Dubai,SIN,VOY873S,JNPT,DDR,Nhava Sheva (JNPT),Dadri ICD,9,1,3224,Dry Container,0.91,1,1,3,3
2024-04-02 13:15:07,101,1624,6,113,2024-03-10 09:15:07,2024-03-10 09:15:07,2024-03-26 09:15:07,2024-04-02 09:15:07,2024-03-11 09:15:07,2024-03-10 11:15:07,2024-03-11 18:15:07,546030,Sea,Tanker,System,System,Berthing Delay,Hapag-Lloyd,Maersk Mc-Kinney Moller,GlobalFreight,JOB200112,Hamburg,SIN,VOY205E,DXB,PTL,Jebel Ali,ICD Patli,16,0,5293,Reefer,0.89,0,0,7,7
2024-05-12 09:02:02,176,1738,20,114,2024-04-18 18:02:02,2024-04-17 18:02:02,2024-05-05 18:02:02,2024-05-11 18:02:02,2024-04-19 20:02:02,2024-04-18 15:02:02,2024-04-19 05:02:02,590502,Sea,Container Ship,Manual,System,Port Congestion,Hapag-Lloyd,MSC Isabella,GlobalFreight,JOB200113,Los Angeles,DXB,VOY847W,DXB,JNPT,Jebel Ali,Nhava Sheva (JNPT),17,2,7904,Hazardous,0.88,2,0,6,6
